No, Student ID, First name, Last name, Gender, Date of Birth, Social ID
01,23127301,Quy,Tran,M,23/12/1999,123456789
02,23127302,Hoa,Nguyen,F,15/07/1995,987654321
03,23127303,Minh,Le,M,10/04/1990,654321987
04,23127304,Anh,Pham,F,05/09/1988,321987654
05,23127305,Tuan,Tran,M,30/11/2001,789012345
06,23127306,Huyen,Vo,F,20/03/1993,234567890
07,23127307,Nam,Nguyen,M,17/06/1985,678901234
08,23127308,Linh,Do,F,25/08/2000,345678901
09,23127309,Hai,Truong,M,03/01/1997,890123456
10,23127310,Mai,Nguyen,F,12/05/1992,456789012
11,23127311,Duc,Phan,M,28/02/1987,901234567
12,23127312,Thu,Tran,F,08/10/1998,567890123
13,23127313,Quang,Nguyen,M,19/09/1996,012345678
14,23127314,My,Le,F,14/07/1994,890123456
15,23127315,Khanh,Vo,M,22/12/1986,345678901
16,23127316,Hoa,Nguyen,F,01/03/2002,678901234
17,23127317,Dat,Tran,M,09/08/1991,123456789
18,23127318,Trang,Do,F,07/06/1999,456789012
19,23127319,Binh,Nguyen,M,04/05/1984,234567890
20,23127320,An,Le,F,11/02/1996,789012345
21,23127321,Dung,Pham,M,16/10/2003,345678901
22,23127322,Thanh,Tran,F,29/04/1990,901234567
23,23127323,Nhat,Nguyen,M,27/01/1994,456789012
24,23127324,Lan,Vo,F,06/08/1989,012345678
25,23127325,Long,Do,M,02/05/1997,678901234
26,23127326,Hien,Le,F,18/03/2000,234567890
27,23127327,Phuong,Tran,M,21/11/1983,789012345
28,23127328,Hoang,Nguyen,F,13/09/1992,345678901
29,23127329,Hieu,Pham,M,26/06/1995,901234567
30,23127330,Hoa,Nguyen,F,23/04/1998,456789012
31,23127331,Duc,Le,M,05/01/1987,012345678
32,23127332,Thuy,Tran,F,31/07/1993,678901234
33,23127333,Minh,Do,M,10/12/2001,345678901
34,23127334,Tram,Pham,F,09/09/1990,901234567
35,23127335,Kien,Nguyen,M,04/06/1988,456789012
36,23127336,Hong,Nguyen,F,19/05/1996,123456789
37,23127337,Anh,Le,M,27/08/1994,678901234
38,23127338,Linh,Vo,F,03/11/1985,234567890
39,23127339,Tu,Tran,M,08/02/1992,789012345
40,23127340,Phuc,Nguyen,F,14/10/1999,345678901
41,23127341,Hien,Pham,M,20/05/1986,901234567
42,23127342,Thanh,Le,F,15/09/1997,456789012
43,23127343,Duong,Tran,M,26/04/1991,012345678
44,23127344,Hoa,Nguyen,F,30/01/1994,678901234
45,23127345,Bao,Do,M,07/07/2000,345678901
46,23127346,Lan,Nguyen,F,11/03/1989,901234567
47,23127347,Minh,Nguyen,M,18/06/1993,456789012
48,23127348,Anh,Tran,F,25/09/1998,012345678
49,23127349,Tien,Le,M,12/12/1987,678901234
50,23127350,Phuong,Pham,F,28/05/1995,345678901
