No, Student ID, First name, Last name, Gender, Date of Birth, Social ID
1,24127201,Anh,Nguyen,M,12/10/1997,135790246
2,24127202,Bao,Tran,M,5/5/1990,246801357
3,24127203,Chi,Pham,F,18/08/1989,987654321
4,24127204,Dung,Le,F,24/03/1996,654321987
5,24127205,Em,Vo,M,30/11/1993,789012345
6,24127206,Ha,Nguyen,F,7/2/1998,321987654
7,24127207,Hieu,Tran,M,15/09/1991,678901234
8,24127208,Anh,Phan,F,28/07/1994,890123456
9,24127209,Long,Do,M,3/4/1987,456789012
10,24127210,Minh,Nguyen,M,20/06/2000,901234567
11,24127211,Ngoc,Tran,F,11/12/1992,567890123
12,24127212,Quynh,Le,F,22/10/1995,234567890
13,24127213,Son,Pham,M,19/05/1999,678901234
14,24127214,Thanh,Nguyen,F,8/9/1986,345678901
15,24127215,Tuan,Vo,M,16/03/1994,890123456
16,24127216,Van Anh,Tran,F,23/08/1997,456789012
17,24127217,Xuan,Nguyen,M,1/1/1990,901234567
18,24127218,Yen,Le,F,29/04/1991,567890123
19,24127219,Duc,Tran,M,14/07/1998,234567890
20,24127220,Hong,Pham,F,25/02/1993,789012345
21,24127221,Quang,Nguyen,M,6/11/1996,123456789
22,24127222,Huong,Vo,F,9/5/1988,678901234
23,24127223,Nam,Le,M,17/10/1995,345678901
24,24127224,Son,Nguyen,M,2/4/1992,12345678
25,24127225,Thanh,Tran,F,30/06/1999,901234567
26,24127226,Trung,Pham,M,27/08/1994,456789012
27,24127227,Anh,Nguyen,F,4/3/1991,789012345
28,24127228,Binh,Tran,M,12/9/1985,234567890
29,24127229,Chau,Le,F,10/12/1998,890123456
30,24127230,Dat,Nguyen,M,22/07/1997,456789012
31,24127231,Giang,Tran,F,28/04/1992,12345678
32,24127232,Hai,Pham,M,19/01/1990,678901234
33,24127233,Hien,Nguyen,F,11/5/1995,123456789
34,24127234,Hoai,Le,F,7/8/1996,890123456
35,24127235,Hung,Tran,M,13/02/1993,456789012
36,24127236,Khanh,Nguyen,F,20/10/1989,12345678
37,24127237,Linh,Tran,F,16/06/1994,678901234
38,24127238,Minh,Le,M,24/03/1991,234567890
39,24127239,Nga,Nguyen,F,3/9/1998,789012345
40,24127240,Phong,Tran,M,8/11/1992,345678901
41,24127241,Phuong,Nguyen,F,25/04/1997,901234567
42,24127242,Quan,Le,M,9/12/1990,567890123
43,24127243,Son,Tran,M,7/7/1988,12345678
44,24127244,Thanh,Nguyen,F,14/05/1993,678901234
45,24127245,Thu,Le,F,18/09/1996,345678901
46,24127246,Trung,Nguyen,M,26/01/1999,901234567
47,24127247,Tuan Anh,Tran,M,5/8/1994,456789012
48,24127248,Tuyen,Nguyen,F,23/03/1991,12345678
49,24127249,Van,Tran,F,10/10/1998,678901234
50,24127250,Xuan,Nguyen,F,28/06/1995,345678901
